	LA-306H:Oil Rate (H), sm3/day	LA-306H:Water Injection Rate (H), sm3/day	LA-306H:Liquid Rate (H), sm3/day	LA-306H:Oil Total (H), sm3	LA-306H:Liquid Total (H), sm3	LA-306H:Water Injection Total (H), sm3	LA-306H:Water Rate (H), sm3/day	LA-306H:Gas Rate (H), sm3/day	LA-306H:Bottom Hole Pressure (H), Bars
17/04/2021	0.380	0	0.386	232.700	312.349	655.200	0.006	22.947	223.409
18/04/2021	0.379	0	0.385	233.079	312.734	655.200	0.006	22.608	223.398
19/04/2021	0.378	0	0.384	233.458	313.118	655.200	0.006	22.269	223.404
20/04/2021	0.377	0	0.383	233.835	313.501	655.200	0.006	21.929	223.489
21/04/2021	0.376	0	0.382	234.211	313.883	655.200	0.006	21.590	223.571
22/04/2021	0.376	0	0.381	234.587	314.264	655.200	0.006	21.250	223.572
23/04/2021	0.371	0	0.376	234.958	314.640	655.200	0.006	21.250	223.742
24/04/2021	0.366	0	0.372	235.324	315.012	655.200	0.006	21.250	223.911
25/04/2021	0.361	0	0.367	235.685	315.378	655.200	0.006	21.250	224.000
26/04/2021	0.361	0	0.367	236.046	315.745	655.200	0.006	21.250	224.000
27/04/2021	0.361	0	0.367	236.407	316.112	655.200	0.006	21.250	224.000
28/04/2021	0.360	0	0.366	236.767	316.478	655.200	0.006	21.342	224.000
29/04/2021	0.360	0	0.365	237.127	316.842	655.200	0.005	21.435	223.897
30/04/2021	0.359	0	0.364	237.486	317.206	655.200	0.005	21.528	223.816
01/05/2021	0.359	0	0.364	237.845	317.570	655.200	0.005	21.528	223.816
02/05/2021	0.364	0	0.369	238.209	317.939	655.200	0.005	21.528	223.810
03/05/2021	0.369	0	0.374	238.578	318.313	655.200	0.005	21.528	223.724
04/05/2021	0.373	0	0.378	238.951	318.690	655.200	0.005	21.528	223.637
05/05/2021	0.378	0	0.383	239.328	319.073	655.200	0.005	21.528	223.549
06/05/2021	0.383	0	0.388	239.711	319.460	655.200	0.005	21.528	223.541
07/05/2021	0.388	0	0.392	240.099	319.853	655.200	0.005	21.528	223.454
08/05/2021	0.392	0	0.397	240.491	320.250	655.200	0.005	21.528	223.366
09/05/2021	0.388	0	0.392	240.878	320.642	655.200	0.005	22.569	222.331
10/05/2021	0.383	0	0.388	241.261	321.030	655.200	0.005	23.611	221.333
11/05/2021	0.376	0	0.381	241.637	321.410	655.200	0.005	23.333	221.013
12/05/2021	0.371	0	0.376	242.008	321.787	655.200	0.006	23.069	220.958
13/05/2021	0.369	0	0.374	242.376	322.161	655.200	0.006	23.056	220.875
14/05/2021	0.365	0	0.371	242.742	322.532	655.200	0.006	22.801	220.803
15/05/2021	0.363	0	0.368	243.104	322.900	655.200	0.006	22.547	220.650
16/05/2021	0.360	0	0.365	243.464	323.265	655.200	0.006	22.292	220.579
17/05/2021	0.360	0	0.365	243.824	323.631	655.200	0.006	22.292	220.579
18/05/2021	0.358	0	0.363	244.181	323.994	655.200	0.006	22.168	220.665
19/05/2021	0.356	0	0.361	244.537	324.355	655.200	0.006	22.044	220.751
20/05/2021	0.353	0	0.359	244.890	324.714	655.200	0.006	21.922	220.838
21/05/2021	0.351	0	0.357	245.242	325.071	655.200	0.006	21.798	220.924
22/05/2021	0.349	0	0.355	245.591	325.426	655.200	0.006	21.674	221.092
23/05/2021	0.347	0	0.353	245.938	325.778	655.200	0.006	21.551	221.178
24/05/2021	0.345	0	0.350	246.283	326.128	655.200	0.005	21.428	221.157
25/05/2021	0.343	0	0.348	246.626	326.476	655.200	0.005	21.304	221.242
26/05/2021	0.341	0	0.346	246.967	326.822	655.200	0.005	21.181	221.409
27/05/2021	0.341	0	0.346	247.308	327.168	655.200	0.005	21.181	220.921
28/05/2021	0.341	0	0.346	247.649	327.514	655.200	0.005	21.181	220.514
29/05/2021	0.341	0	0.346	247.990	327.860	655.200	0.005	21.181	220.106
30/05/2021	0.341	0	0.346	248.331	328.206	655.200	0.005	21.181	219.616
31/05/2021	0.341	0	0.346	248.672	328.551	655.200	0.005	21.181	219.616
01/06/2021	0.342	0	0.347	249.014	328.898	655.200	0.005	21.215	219.614
02/06/2021	0.342	0	0.347	249.356	329.244	655.200	0.005	21.250	219.612
03/06/2021	0.342	0	0.347	249.697	329.591	655.200	0.005	21.285	219.528
04/06/2021	0.342	0	0.347	250.040	329.938	655.200	0.005	21.319	219.527
05/06/2021	0.342	0	0.347	250.382	330.285	655.200	0.005	21.354	219.525
06/06/2021	0.343	0	0.348	250.725	330.633	655.200	0.005	21.389	219.442
07/06/2021	0.343	0	0.348	251.068	330.981	655.200	0.005	21.424	219.440
08/06/2021	0.343	0	0.348	251.411	331.329	655.200	0.005	21.458	219.438
09/06/2021	0.344	0	0.349	251.755	331.678	655.200	0.005	21.493	219.355
10/06/2021	0.344	0	0.349	252.099	332.027	655.200	0.006	21.528	219.460
11/06/2021	0.343	0	0.349	252.442	332.376	655.200	0.006	21.428	219.220
12/06/2021	0.343	0	0.349	252.785	332.724	655.200	0.006	21.329	218.980
13/06/2021	0.342	0	0.348	253.127	333.072	655.200	0.006	21.230	218.739
14/06/2021	0.342	0	0.347	253.469	333.419	655.200	0.006	21.131	218.499
15/06/2021	0.342	0	0.347	253.810	333.767	655.200	0.006	21.032	218.341
16/06/2021	0.341	0	0.347	254.151	334.113	655.200	0.006	20.933	218.100
17/06/2021	0.340	0	0.346	254.492	334.459	655.200	0.006	20.833	217.860
18/06/2021	0.339	0	0.344	254.831	334.804	655.200	0.006	20.833	218.022
19/06/2021	0.338	0	0.343	255.168	335.147	655.200	0.006	20.833	218.102
20/06/2021	0.336	0	0.342	255.504	335.488	655.200	0.006	20.833	218.264
21/06/2021	0.335	0	0.341	255.839	335.829	655.200	0.006	20.833	218.537
22/06/2021	0.333	0	0.340	256.172	336.169	655.200	0.006	20.833	218.617
23/06/2021	0.332	0	0.338	256.504	336.507	655.200	0.006	20.833	218.780
24/06/2021	0.331	0	0.337	256.835	336.844	655.200	0.006	20.833	218.943
25/06/2021	0.330	0	0.336	257.165	337.180	655.200	0.006	20.920	218.853
26/06/2021	0.329	0	0.335	257.494	337.515	655.200	0.006	21.007	218.845
27/06/2021	0.328	0	0.335	257.822	337.850	655.200	0.006	21.094	218.755
28/06/2021	0.328	0	0.334	258.150	338.184	655.200	0.006	21.181	218.746
29/06/2021	0.328	0	0.334	258.478	338.518	655.200	0.006	21.181	218.746
30/06/2021	0.327	0	0.333	258.805	338.851	655.200	0.006	21.158	218.499
01/07/2021	0.326	0	0.332	259.131	339.183	655.200	0.006	21.134	218.249
02/07/2021	0.325	0	0.331	259.456	339.515	655.200	0.006	21.111	218.001
03/07/2021	0.324	0	0.331	259.780	339.845	655.200	0.006	21.088	217.752
04/07/2021	0.324	0	0.330	260.103	340.175	655.200	0.006	21.065	217.503
05/07/2021	0.323	0	0.329	260.426	340.504	655.200	0.006	21.042	217.254
06/07/2021	0.322	0	0.328	260.748	340.832	655.200	0.006	21.019	217.086
07/07/2021	0.323	0	0.329	261.071	341.161	655.200	0.006	21.042	217.254
08/07/2021	0.321	0	0.327	261.392	341.488	655.200	0.006	21.016	217.167
09/07/2021	0.319	0	0.326	261.710	341.814	655.200	0.007	20.990	217.196
10/07/2021	0.317	0	0.324	262.027	342.138	655.200	0.007	20.964	217.025
11/07/2021	0.315	0	0.322	262.342	342.459	655.200	0.007	20.938	216.939
12/07/2021	0.313	0	0.319	262.654	342.779	655.200	0.007	20.912	216.851
13/07/2021	0.310	0	0.318	262.965	343.097	655.200	0.008	20.885	216.798
14/07/2021	0.308	0	0.316	263.273	343.413	655.200	0.008	20.860	216.710
15/07/2021	0.306	0	0.314	263.579	343.726	655.200	0.008	20.833	216.623
16/07/2021	0.306	0	0.314	263.885	344.040	655.200	0.008	20.824	216.456
17/07/2021	0.306	0	0.315	264.192	344.355	655.200	0.008	20.813	216.492
18/07/2021	0.306	0	0.315	264.498	344.669	655.200	0.008	20.803	216.409
19/07/2021	0.306	0	0.314	264.803	344.983	655.200	0.008	20.794	216.239
20/07/2021	0.306	0	0.314	265.109	345.297	655.200	0.008	20.784	216.156
21/07/2021	0.306	0	0.314	265.415	345.611	655.200	0.008	20.774	216.073
22/07/2021	0.306	0	0.314	265.720	345.925	655.200	0.008	20.764	215.905
23/07/2021	0.306	0	0.315	266.026	346.240	655.200	0.008	20.773	215.991
24/07/2021	0.306	0	0.315	266.333	346.554	655.200	0.008	20.781	216.074
25/07/2021	0.307	0	0.315	266.640	346.869	655.200	0.008	20.790	216.159
26/07/2021	0.308	0	0.316	266.947	347.185	655.200	0.008	20.799	216.161
27/07/2021	0.308	0	0.316	267.255	347.501	655.200	0.008	20.808	216.244
28/07/2021	0.308	0	0.317	267.563	347.818	655.200	0.008	20.816	216.329
29/07/2021	0.308	0	0.317	267.872	348.135	655.200	0.008	20.825	216.328
30/07/2021	0.309	0	0.317	268.181	348.452	655.200	0.008	20.833	216.413
31/07/2021	0.310	0	0.318	268.490	348.770	655.200	0.008	20.926	216.403
01/08/2021	0.310	0	0.319	268.801	349.089	655.200	0.008	21.019	216.478
02/08/2021	0.311	0	0.319	269.112	349.408	655.200	0.008	21.111	216.469
03/08/2021	0.312	0	0.320	269.424	349.728	655.200	0.008	21.203	216.459
04/08/2021	0.313	0	0.321	269.736	350.049	655.200	0.008	21.297	216.449
05/08/2021	0.313	0	0.322	270.049	350.371	655.200	0.008	21.389	216.524
06/08/2021	0.314	0	0.322	270.363	350.692	655.200	0.008	21.481	216.399
07/08/2021	0.314	0	0.322	270.677	351.014	655.200	0.008	21.574	216.387
08/08/2021	0.315	0	0.322	270.992	351.336	655.200	0.008	21.667	216.462
09/08/2021	0.315	0	0.323	271.307	351.659	655.200	0.008	21.759	216.453
10/08/2021	0.316	0	0.324	271.623	351.983	655.200	0.008	21.852	216.443
11/08/2021	0.317	0	0.324	271.940	352.307	655.200	0.008	21.944	216.434
12/08/2021	0.315	0	0.323	272.255	352.630	655.200	0.008	21.905	216.349
13/08/2021	0.314	0	0.322	272.569	352.951	655.200	0.008	21.865	216.264
14/08/2021	0.313	0	0.320	272.881	353.272	655.200	0.008	21.826	216.093
15/08/2021	0.311	0	0.319	273.192	353.590	655.200	0.008	21.785	216.008
16/08/2021	0.310	0	0.317	273.502	353.908	655.200	0.008	21.746	215.837
17/08/2021	0.308	0	0.315	273.810	354.223	655.200	0.008	21.706	215.748
18/08/2021	0.306	0	0.314	274.116	354.537	655.200	0.008	21.667	215.577
19/08/2021	0.305	0	0.313	274.421	354.849	655.200	0.008	21.627	215.491
20/08/2021	0.306	0	0.314	274.727	355.163	655.200	0.008	21.667	215.577
21/08/2021	0.306	0	0.314	275.033	355.477	655.200	0.008	21.667	215.407
22/08/2021	0.306	0	0.313	275.339	355.790	655.200	0.008	21.667	215.147
23/08/2021	0.306	0	0.313	275.644	356.103	655.200	0.008	21.667	214.976
24/08/2021	0.305	0	0.313	275.949	356.416	655.200	0.008	21.667	214.715
25/08/2021	0.305	0	0.313	276.254	356.728	655.200	0.008	21.667	214.544
26/08/2021	0.304	0	0.312	276.558	357.040	655.200	0.008	21.667	214.368
27/08/2021	0.304	0	0.312	276.863	357.352	655.200	0.008	21.667	214.110
28/08/2021	0.303	0	0.311	277.166	357.663	655.200	0.008	21.667	213.934
29/08/2021	0.303	0	0.311	277.469	357.974	655.200	0.008	21.667	213.676
30/08/2021	0.303	0	0.310	277.772	358.285	655.200	0.008	21.667	213.499
31/08/2021	0.302	0	0.310	278.074	358.594	655.200	0.008	21.667	213.322
01/09/2021	0.302	0	0.310	278.376	358.904	655.200	0.008	21.667	213.062
02/09/2021	0.302	0	0.310	278.678	359.214	655.200	0.008	21.667	213.062
03/09/2021	0.302	0	0.310	278.981	359.524	655.200	0.008	21.713	212.967
04/09/2021	0.301	0	0.309	279.282	359.833	655.200	0.008	21.759	212.867
05/09/2021	0.301	0	0.309	279.583	360.142	655.200	0.008	21.806	212.771
06/09/2021	0.301	0	0.309	279.885	360.451	655.200	0.008	21.852	212.676
07/09/2021	0.301	0	0.308	280.185	360.759	655.200	0.008	21.898	212.575
08/09/2021	0.301	0	0.308	280.486	361.067	655.200	0.008	21.944	212.479
09/09/2021	0.301	0	0.308	280.787	361.376	655.200	0.008	21.991	212.382
10/09/2021	0.300	0	0.308	281.087	361.683	655.200	0.008	22.037	212.281
11/09/2021	0.300	0	0.308	281.387	361.991	655.200	0.008	22.083	212.184
12/09/2021	0.300	0	0.308	281.687	362.299	655.200	0.008	22.130	212.087
13/09/2021	0.299	0	0.307	281.986	362.606	655.200	0.008	22.176	211.984
14/09/2021	0.299	0	0.307	282.285	362.913	655.200	0.008	22.222	211.887
15/09/2021	0.299	0	0.307	282.585	363.219	655.200	0.008	22.269	211.789
16/09/2021	0.299	0	0.306	282.883	363.526	655.200	0.008	22.315	211.686
17/09/2021	0.299	0	0.307	283.182	363.833	655.200	0.008	22.361	211.709
18/09/2021	0.299	0	0.307	283.481	364.140	655.200	0.008	22.361	211.709
19/09/2021	0.299	0	0.306	283.779	364.446	655.200	0.008	22.408	211.578
20/09/2021	0.299	0	0.306	284.078	364.752	655.200	0.008	22.453	211.480
21/09/2021	0.299	0	0.306	284.376	365.058	655.200	0.008	22.500	211.381
22/09/2021	0.299	0	0.306	284.675	365.365	655.200	0.008	22.547	211.371
23/09/2021	0.299	0	0.306	284.974	365.671	655.200	0.008	22.592	211.272
24/09/2021	0.299	0	0.306	285.272	365.977	655.200	0.008	22.639	211.173
25/09/2021	0.299	0	0.306	285.571	366.283	655.200	0.008	22.685	211.074
26/09/2021	0.299	0	0.306	285.869	366.590	655.200	0.008	22.731	211.064
27/09/2021	0.299	0	0.306	286.168	366.896	655.200	0.008	22.778	210.964
28/09/2021	0.299	0	0.306	286.467	367.202	655.200	0.008	22.824	210.864
29/09/2021	0.299	0	0.306	286.765	367.508	655.200	0.008	22.870	210.765
30/09/2021	0.299	0	0.306	287.064	367.815	655.200	0.008	22.917	210.754
01/10/2021	0.299	0	0.306	287.363	368.121	655.200	0.008	22.917	210.754
02/10/2021	0.299	0	0.306	287.661	368.427	655.200	0.008	22.924	210.752
03/10/2021	0.299	0	0.306	287.960	368.733	655.200	0.008	22.932	210.750
04/10/2021	0.299	0	0.306	288.258	369.040	655.200	0.008	22.940	210.749
05/10/2021	0.299	0	0.306	288.557	369.346	655.200	0.008	22.947	210.836
06/10/2021	0.299	0	0.306	288.856	369.652	655.200	0.008	22.956	210.834
07/10/2021	0.299	0	0.306	289.154	369.958	655.200	0.008	22.963	210.832
08/10/2021	0.299	0	0.306	289.453	370.265	655.200	0.008	22.971	210.830
09/10/2021	0.299	0	0.306	289.751	370.571	655.200	0.008	22.978	210.918
10/10/2021	0.298	0	0.306	290.049	370.876	655.200	0.008	22.986	210.909
11/10/2021	0.298	0	0.306	290.347	371.182	655.200	0.008	22.994	210.907
12/10/2021	0.298	0	0.306	290.645	371.488	655.200	0.008	23.001	210.906
13/10/2021	0.298	0	0.306	290.943	371.793	655.200	0.008	23.009	210.904
14/10/2021	0.298	0	0.306	291.241	372.099	655.200	0.008	23.017	210.991
15/10/2021	0.298	0	0.306	291.539	372.404	655.200	0.008	23.025	210.989
16/10/2021	0.298	0	0.306	291.837	372.710	655.200	0.008	23.033	210.988
17/10/2021	0.298	0	0.305	292.135	373.015	655.200	0.007	23.040	210.864
18/10/2021	0.298	0	0.305	292.433	373.319	655.200	0.007	23.048	210.951
19/10/2021	0.298	0	0.305	292.731	373.624	655.200	0.007	23.056	210.949
20/10/2021	0.298	0	0.305	293.028	373.929	655.200	0.007	23.025	210.956
21/10/2021	0.298	0	0.305	293.326	374.234	655.200	0.007	22.994	210.964
22/10/2021	0.298	0	0.305	293.624	374.539	655.200	0.007	22.963	210.971
23/10/2021	0.298	0	0.305	293.922	374.844	655.200	0.007	22.932	210.978
24/10/2021	0.297	0	0.304	294.219	375.148	655.200	0.007	22.901	210.978
25/10/2021	0.297	0	0.304	294.517	375.452	655.200	0.007	22.870	210.985
26/10/2021	0.297	0	0.304	294.814	375.756	655.200	0.007	22.840	210.992
27/10/2021	0.297	0	0.304	295.111	376.060	655.200	0.007	22.808	210.999
28/10/2021	0.297	0	0.304	295.408	376.365	655.200	0.007	22.778	211.006
29/10/2021	0.297	0	0.304	295.706	376.669	655.200	0.007	22.747	211.013
30/10/2021	0.297	0	0.304	296.003	376.973	655.200	0.007	22.716	210.932
31/10/2021	0.297	0	0.304	296.300	377.277	655.200	0.007	22.685	210.939
01/11/2021	0.297	0	0.304	296.597	377.581	655.200	0.007	22.654	210.946
02/11/2021	0.297	0	0.304	296.894	377.885	655.200	0.007	22.624	210.953
03/11/2021	0.297	0	0.303	297.191	378.189	655.200	0.007	22.592	210.953
04/11/2021	0.297	0	0.303	297.488	378.492	655.200	0.007	22.562	210.960
05/11/2021	0.297	0	0.303	297.784	378.796	655.200	0.007	22.531	210.967
06/11/2021	0.297	0	0.303	298.081	379.099	655.200	0.007	22.500	210.974
07/11/2021	0.297	0	0.303	298.377	379.403	655.200	0.007	22.503	211.151
08/11/2021	0.297	0	0.304	298.674	379.707	655.200	0.007	22.506	211.245
09/11/2021	0.297	0	0.304	298.972	380.011	655.200	0.007	22.509	211.333
10/11/2021	0.298	0	0.305	299.269	380.316	655.200	0.007	22.512	211.427
11/11/2021	0.298	0	0.305	299.567	380.621	655.200	0.007	22.515	211.603
12/11/2021	0.298	0	0.305	299.865	380.926	655.200	0.007	22.518	211.691
13/11/2021	0.299	0	0.306	300.164	381.231	655.200	0.007	22.521	211.784
14/11/2021	0.299	0	0.306	300.463	381.537	655.200	0.007	22.524	211.872
15/11/2021	0.299	0	0.306	300.761	381.842	655.200	0.007	22.527	212.047
16/11/2021	0.299	0	0.306	301.060	382.149	655.200	0.007	22.530	212.141
17/11/2021	0.299	0	0.306	301.360	382.455	655.200	0.007	22.533	212.228
18/11/2021	0.299	0	0.306	301.659	382.761	655.200	0.007	22.536	212.315
19/11/2021	0.300	0	0.307	301.959	383.068	655.200	0.007	22.540	212.496
20/11/2021	0.300	0	0.307	302.259	383.375	655.200	0.007	22.542	212.583
21/11/2021	0.300	0	0.307	302.559	383.682	655.200	0.007	22.545	212.670
22/11/2021	0.301	0	0.308	302.860	383.990	655.200	0.007	22.549	212.763
23/11/2021	0.301	0	0.308	303.160	384.297	655.200	0.007	22.551	212.937
24/11/2021	0.301	0	0.308	303.461	384.605	655.200	0.007	22.554	213.024
25/11/2021	0.301	0	0.308	303.763	384.913	655.200	0.007	22.558	213.116
26/11/2021	0.301	0	0.308	304.064	385.222	655.200	0.007	22.560	213.203
27/11/2021	0.301	0	0.308	304.365	385.530	655.200	0.007	22.563	213.377
28/11/2021	0.302	0	0.309	304.667	385.839	655.200	0.007	22.567	213.469
29/11/2021	0.302	0	0.309	304.969	386.148	655.200	0.007	22.569	213.556
30/11/2021	0.303	0	0.310	305.272	386.458	655.200	0.007	22.572	213.647
01/12/2021	0.303	0	0.310	305.575	386.767	655.200	0.007	22.576	213.734
02/12/2021	0.302	0	0.309	305.877	387.076	655.200	0.007	22.569	213.556
03/12/2021	0.302	0	0.309	306.179	387.385	655.200	0.007	22.506	213.394
04/12/2021	0.301	0	0.308	306.481	387.694	655.200	0.007	22.441	213.226
05/12/2021	0.301	0	0.308	306.781	388.001	655.200	0.007	22.377	213.059
06/12/2021	0.300	0	0.307	307.081	388.308	655.200	0.007	22.313	212.804
07/12/2021	0.300	0	0.307	307.381	388.615	655.200	0.007	22.249	212.642
08/12/2021	0.299	0	0.306	307.681	388.921	655.200	0.006	22.185	212.352
09/12/2021	0.299	0	0.305	307.979	389.226	655.200	0.006	22.121	212.184
10/12/2021	0.299	0	0.305	308.278	389.531	655.200	0.006	22.057	212.022
11/12/2021	0.298	0	0.304	308.576	389.835	655.200	0.006	21.992	211.854
12/12/2021	0.297	0	0.303	308.873	390.138	655.200	0.006	21.928	211.598
13/12/2021	0.297	0	0.303	309.170	390.442	655.200	0.006	21.865	211.436
14/12/2021	0.297	0	0.303	309.467	390.744	655.200	0.006	21.800	211.268
15/12/2021	0.296	0	0.302	309.763	391.047	655.200	0.006	21.736	211.099
16/12/2021	0.294	0	0.301	310.057	391.347	655.200	0.006	21.693	211.008
17/12/2021	0.293	0	0.299	310.350	391.647	655.200	0.006	21.651	210.917
18/12/2021	0.292	0	0.298	310.642	391.944	655.200	0.006	21.608	210.795
19/12/2021	0.291	0	0.297	310.933	392.241	655.200	0.006	21.565	210.703
20/12/2021	0.290	0	0.295	311.223	392.536	655.200	0.006	21.522	210.611
21/12/2021	0.288	0	0.294	311.511	392.830	655.200	0.006	21.480	210.518
22/12/2021	0.287	0	0.292	311.798	393.122	655.200	0.006	21.437	210.426
23/12/2021	0.285	0	0.291	312.083	393.413	655.200	0.006	21.394	210.422
24/12/2021	0.285	0	0.290	312.368	393.703	655.200	0.006	21.351	210.336
25/12/2021	0.283	0	0.289	312.651	393.992	655.200	0.006	21.309	210.244
26/12/2021	0.282	0	0.288	312.933	394.280	655.200	0.006	21.266	210.151
27/12/2021	0.281	0	0.286	313.214	394.566	655.200	0.006	21.224	210.147
28/12/2021	0.279	0	0.285	313.493	394.851	655.200	0.006	21.181	210.054
29/12/2021	0.278	0	0.283	313.771	395.134	655.200	0.006	21.528	209.419
30/12/2021	0.277	0	0.283	314.048	395.417	655.200	0.006	21.875	208.781
31/12/2021	0.274	0	0.278	314.322	395.695	655.200	0.005	21.783	208.267
01/01/2022	0.271	0	0.276	314.592	395.971	655.200	0.005	21.690	207.892
02/01/2022	0.268	0	0.273	314.860	396.244	655.200	0.005	21.597	207.516
03/01/2022	0.265	0	0.269	315.125	396.513	655.200	0.005	21.505	207.037
04/01/2022	0.262	0	0.267	315.387	396.780	655.200	0.005	21.412	206.657
05/01/2022	0.259	0	0.264	315.646	397.044	655.200	0.005	21.319	206.275
06/01/2022	0.257	0	0.262	315.903	397.306	655.200	0.005	21.319	206.242
07/01/2022	0.256	0	0.260	316.158	397.566	655.200	0.005	21.319	206.220
08/01/2022	0.254	0	0.259	316.413	397.825	655.200	0.005	21.319	206.197
09/01/2022	0.253	0	0.258	316.665	398.083	655.200	0.005	21.319	206.175
10/01/2022	0.251	0	0.256	316.917	398.339	655.200	0.005	21.319	206.151
11/01/2022	0.250	0	0.255	317.167	398.594	655.200	0.005	21.319	206.128
12/01/2022	0.248	0	0.253	317.415	398.847	655.200	0.005	21.319	206.092
13/01/2022	0.247	0	0.251	317.661	399.098	655.200	0.005	21.319	206.068
14/01/2022	0.245	0	0.250	317.906	399.348	655.200	0.005	21.319	206.044
15/01/2022	0.244	0	0.249	318.150	399.597	655.200	0.005	21.319	206.019
16/01/2022	0.244	0	0.249	318.394	399.845	655.200	0.005	21.319	206.019
17/01/2022	0.244	0	0.249	318.638	400.094	655.200	0.005	21.133	206.455
18/01/2022	0.243	0	0.248	318.881	400.342	655.200	0.005	20.946	206.968
19/01/2022	0.243	0	0.248	319.124	400.590	655.200	0.005	20.758	207.397
20/01/2022	0.243	0	0.248	319.367	400.838	655.200	0.005	20.572	207.821
21/01/2022	0.242	0	0.247	319.609	401.085	655.200	0.005	20.385	208.323
22/01/2022	0.242	0	0.247	319.851	401.332	655.200	0.005	20.198	208.740
23/01/2022	0.242	0	0.247	320.094	401.579	655.200	0.005	20.010	209.155
24/01/2022	0.242	0	0.247	320.335	401.826	655.200	0.005	19.824	209.645
25/01/2022	0.242	0	0.247	320.577	402.072	655.200	0.005	19.637	210.053
26/01/2022	0.242	0	0.247	320.819	402.319	655.200	0.005	19.450	210.545
27/01/2022	0.241	0	0.246	321.060	402.565	655.200	0.005	19.263	210.938
28/01/2022	0.241	0	0.246	321.301	402.810	655.200	0.005	19.076	211.335
29/01/2022	0.241	0	0.246	321.542	403.056	655.200	0.005	18.889	211.817
30/01/2022	0.240	0	0.244	321.782	403.301	655.200	0.004	18.857	211.228
31/01/2022	0.240	0	0.244	322.022	403.544	655.200	0.004	18.825	210.878
01/02/2022	0.239	0	0.243	322.260	403.788	655.200	0.004	18.793	210.527
02/02/2022	0.238	0	0.242	322.499	404.030	655.200	0.004	18.760	210.176
03/02/2022	0.238	0	0.242	322.737	404.272	655.200	0.004	18.728	209.832
04/02/2022	0.238	0	0.242	322.974	404.514	655.200	0.004	18.697	209.391
05/02/2022	0.237	0	0.241	323.211	404.755	655.200	0.004	18.665	209.037
06/02/2022	0.236	0	0.240	323.447	404.995	655.200	0.004	18.633	208.683
07/02/2022	0.236	0	0.240	323.683	405.235	655.200	0.004	18.601	208.336
08/02/2022	0.235	0	0.240	323.919	405.475	655.200	0.004	18.568	207.891
09/02/2022	0.235	0	0.239	324.153	405.714	655.200	0.004	18.536	207.534
10/02/2022	0.234	0	0.238	324.388	405.952	655.200	0.004	18.504	207.177
11/02/2022	0.234	0	0.238	324.622	406.190	655.200	0.004	18.472	206.828
12/02/2022	0.235	0	0.239	324.856	406.429	655.200	0.004	18.499	207.813
13/02/2022	0.235	0	0.240	325.092	406.669	655.200	0.004	18.526	208.881
14/02/2022	0.236	0	0.240	325.328	406.909	655.200	0.004	18.552	209.941
15/02/2022	0.237	0	0.241	325.565	407.150	655.200	0.004	18.579	210.907
16/02/2022	0.238	0	0.242	325.802	407.392	655.200	0.004	18.606	211.955
17/02/2022	0.238	0	0.242	326.040	407.634	655.200	0.004	18.633	212.997
18/02/2022	0.240	0	0.244	326.280	407.878	655.200	0.004	18.659	213.954
19/02/2022	0.240	0	0.244	326.520	408.122	655.200	0.004	18.686	214.985
20/02/2022	0.241	0	0.245	326.761	408.367	655.200	0.004	18.713	216.011
21/02/2022	0.242	0	0.246	327.003	408.613	655.200	0.004	18.740	216.947
22/02/2022	0.242	0	0.247	327.245	408.860	655.200	0.004	18.766	217.965
23/02/2022	0.243	0	0.247	327.488	409.107	655.200	0.004	18.793	218.978
24/02/2022	0.244	0	0.249	327.733	409.356	655.200	0.004	18.819	219.907
25/02/2022	0.245	0	0.249	327.978	409.605	655.200	0.004	18.846	220.912
26/02/2022	0.244	0	0.249	328.222	409.853	655.200	0.004	18.819	219.907
27/02/2022	0.245	0	0.249	328.467	410.103	655.200	0.004	18.917	219.141
28/02/2022	0.247	0	0.251	328.714	410.353	655.200	0.004	19.014	218.376
01/03/2022	0.247	0	0.251	328.961	410.605	655.200	0.004	19.111	217.604
02/03/2022	0.249	0	0.253	329.210	410.858	655.200	0.004	19.208	216.834
03/03/2022	0.250	0	0.255	329.460	411.113	655.200	0.005	19.306	216.208
04/03/2022	0.251	0	0.256	329.710	411.368	655.200	0.005	19.403	215.426
05/03/2022	0.252	0	0.257	329.963	411.625	655.200	0.005	19.500	214.560
06/03/2022	0.253	0	0.258	330.215	411.883	655.200	0.005	19.597	213.771
07/03/2022	0.254	0	0.259	330.469	412.142	655.200	0.005	19.694	212.983
08/03/2022	0.256	0	0.260	330.725	412.402	655.200	0.005	19.792	212.192
09/03/2022	0.256	0	0.261	330.981	412.663	655.200	0.005	19.889	211.391
10/03/2022	0.258	0	0.263	331.239	412.926	655.200	0.005	19.986	210.591
11/03/2022	0.258	0	0.264	331.497	413.190	655.200	0.006	20.083	209.833
12/03/2022	0.260	0	0.265	331.757	413.455	655.200	0.006	20.181	209.023
13/03/2022	0.260	0	0.266	332.017	413.721	655.200	0.006	20.278	208.200
14/03/2022	0.261	0	0.267	332.278	413.988	655.200	0.006	20.278	208.209
15/03/2022	0.260	0	0.266	332.539	414.253	655.200	0.006	20.245	208.030
16/03/2022	0.260	0	0.266	332.799	414.519	655.200	0.006	20.213	207.949
17/03/2022	0.260	0	0.266	333.060	414.785	655.200	0.006	20.181	207.778
18/03/2022	0.260	0	0.265	333.320	415.051	655.200	0.005	20.148	207.467
