	PROD:Oil Rate (H), sm3/day	INJECTOR:Water Injection Rate (H), sm3/day	PROD:Liquid Rate (H), sm3/day	PROD:Oil Total (H), sm3	PROD:Liquid Total (H), sm3	PROD:Water Rate (H), sm3/day	PROD:Gas Rate (H), sm3/day	PROD:Bottom Hole Pressure (H), Bars
10/02/2019	0.321281748	0	0.443781748	132.1559661	292.4384661	0.1225	58.61	258.144
25/02/2019	0.319066168	0	0.439066168	136.9419586	299.0244586	0.12	48.7025	260.7277241
26/02/2019	0.308231104	0	0.423231104	137.2501897	299.4476897	0.115	47.4825	253.4995862
06/03/2019	0.308450237	0	0.420950237	139.7177916	302.8152916	0.1125	47.2325	259.0013793
07/03/2019	0.303159618	0	0.413159618	140.0209513	303.2284513	0.11	46.4825	254.1351724
22/03/2019	0.303317218	0	0.413317218	144.5707095	309.4282095	0.11	46.315	254.1153103
03/04/2019	0.292064523	0	0.397064523	148.0754838	314.1929838	0.105	47.5	253.5095172
08/04/2019	0.282554107	0	0.382554107	149.4882543	316.1057543	0.1	46.75	254.9097931
18/04/2019	0.278833327	0	0.376333327	152.2765876	319.8690876	0.0975	45.2775	252.009931
20/04/2019	0.270084429	0	0.362584429	152.8167565	320.5942565	0.0925	45.4725	252.278069
26/04/2019	0.26886469	0	0.36136469	154.4299446	322.7624446	0.0925	43.5	251.3445517
01/05/2019	0.263496787	0	0.350996787	155.7474285	324.5174285	0.0875	42.435	245.4951724
07/05/2019	0.258944163	0	0.343944163	157.3010935	326.5810935	0.085	39.815	242.4761379
15/05/2019	0.253109828	0	0.335609828	159.3259721	329.2659721	0.0825	37.0375	248.6532414
22/05/2019	0.244759332	0	0.324759332	161.0392875	331.5392875	0.08	30	249.1696552
01/06/2019	0.237243787	0	0.314743787	163.4117253	334.6867253	0.0775	26.2975	249.5172414
06/06/2019	0.225891743	0	0.298391743	164.541184	336.178684	0.0725	26.0175	246.5677241
23/06/2019	0.224546803	0	0.294546803	168.3584797	341.1859797	0.07	27.5375	248.822069
10/07/2019	0.206486523	0	0.271486523	171.8687506	345.8012506	0.065	27.75	244.1346207
30/07/2019	0.201006169	0	0.263506169	175.888874	351.071374	0.0625	27.7775	247.3324138
20/08/2019	0.204458106	0	0.266958106	180.1824942	356.6774942	0.0625	28.24	249
30/08/2019	0.198924473	0	0.258924473	182.1717389	359.2667389	0.06	26.99	251.2353103
07/09/2019	0.18734875	0	0.24484875	183.6705289	361.2255289	0.0575	26	250
04/10/2019	0.190759955	0	0.248259955	188.8210477	367.9285477	0.0575	25.925	249.4477241
15/10/2019	0.185127505	0	0.240127505	190.8574503	370.5699503	0.055	54.6575	251.8311724
04/11/2019	0.173417551	0	0.223417551	194.3258013	375.0383013	0.05	87.9625	247.968
24/11/2019	0.173762941	0	0.223762941	197.8010601	379.5135601	0.05	86.11	250
01/12/2019	0.174100306	0	0.224100306	199.0197622	381.0822622	0.05	86.11	252
11/12/2019	0	0	0	199.0197622	381.0822622	0	0	255
13/12/2019	0.255830904	0	0.400830904	199.5314241	381.8839241	0.145	95.36	250
20/12/2019	0.243122562	0	0.400622562	201.233282	384.688282	0.1575	83.01	245
27/12/2019	0.243009259	0	0.355509259	202.9343468	387.1768468	0.1125	66.01	237
06/01/2020	0.235833333	0	0.340833333	205.2926801	390.5851801	0.105	65.26	232
16/01/2020	0.235185185	0	0.347685185	207.644532	394.062032	0.1125	75.925	195
08/02/2020	0.208407407	0	0.298407407	212.4379023	400.9254023	0.09	75.7675	154
28/02/2020	0.203435185	0	0.275935185	216.506606	406.444106	0.0725	81.36	150
26/03/2020	0.1725	0	0.235	221.164106	412.789106	0.0625	74.075	143
16/04/2020	0.16487037	0	0.20737037	224.6263838	417.1438838	0.0425	77.9725	130
05/05/2020	0.162037037	0	0.204537037	227.7050875	421.0300875	0.0425	74.6675	120
24/05/2020	0.158916667	0	0.228916667	230.7245042	425.3795042	0.07	82.6675	80
03/06/2020	0	0	0	230.7245042	425.3795042	0	0	63
07/06/2020	0.158916667	0	0.228916667	231.3601709	426.2951709	0.07	57.555	60
15/06/2020	0.152712963	0	0.212712963	232.5818746	427.9968746	0.06	48.055	58
28/06/2020	0.161712963	0	0.211712963	234.6841431	430.7491431	0.05	48.325	57
07/07/2020	0.158768519	0	0.213768519	236.1130598	432.6730598	0.055	46.4525	55
21/07/2020	0.145851852	0	0.193351852	238.1549857	435.3799857	0.0475	47.7025	54.4
13/08/2020	0.147851852	0	0.185351852	241.5555783	439.6430783	0.0375	52.5	54
25/08/2020	0.143111111	0	0.178111111	243.2729116	441.7804116	0.035	35.25	53
16/09/2020	0.138398148	0	0.165898148	246.3176709	445.4301709	0.0275	27.7775	55
17/09/2020	0.13262037	0	0.17262037	246.4502912	445.6027912	0.04	33.7675	56
14/10/2020	0.136083333	0	0.176083333	250.1245412	450.3570412	0.04	0	56
15/10/2020	0.1505	0	0.1805	250.2750412	450.5375412	0.03	0	56
04/11/2020	0.142546296	0	0.177546296	253.1259671	454.0884671	0.035	0	54
20/11/2020	0.140796296	0	0.178296296	255.3787079	456.9412079	0.0375	0	53
22/12/2020	0.127787037	0	0.162787037	259.4678931	462.1503931	0.035	0	50
